antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str
frozenset({'Dept_90'}),frozenset({'Dept_93'}),0.25003885003885,0.22968142968142968,0.20341880341880342,0.8135487880671225,3.5420747301839874,1.0,0.14598952286597974,4.131475265475267,0.9569556866185421,0.7362204724409449,0.7579557093427342,0.8496025401769983,Dept_90,Dept_93
frozenset({'Dept_81'}),frozenset({'Dept_92'}),0.25003885003885,0.25003885003885,0.22144522144522144,0.8856432566811685,3.5420225958628464,1.0,0.1589257949164709,6.558084186345061,0.9569501457747145,0.7947573898494145,0.8475164435854371,0.8856432566811685,Dept_81,Dept_92
frozenset({'Dept_92'}),frozenset({'Dept_81'}),0.25003885003885,0.25003885003885,0.22144522144522144,0.8856432566811685,3.5420225958628464,1.0,0.1589257949164709,6.558084186345061,0.9569501457747145,0.7947573898494145,0.8475164435854371,0.8856432566811685,Dept_92,Dept_81
frozenset({'Dept_93'}),frozenset({'Dept_92'}),0.22968142968142968,0.25003885003885,0.20326340326340325,0.8849797023004059,3.5393687907415243,1.0,0.14583412271057958,6.52025046848576,0.931385758501708,0.7352445193929174,0.8466316585791777,0.848953493163876,Dept_93,Dept_92
frozenset({'Dept_92'}),frozenset({'Dept_93'}),0.25003885003885,0.22968142968142968,0.20326340326340325,0.8129272840273463,3.5393687907415243,1.0,0.14583412271057958,4.1177494340285055,0.9566678833180617,0.7352445193929174,0.7571488950405433,0.848953493163876,Dept_92,Dept_93
frozenset({'Dept_13'}),frozenset({'Dept_2'}),0.25003885003885,0.25003885003885,0.22097902097902097,0.8837787445618397,3.5345657061873457,1.0,0.15845959445027047,6.45287427961225,0.9561559426990348,0.791759465478842,0.8450302986438952,0.8837787445618397,Dept_13,Dept_2
frozenset({'Dept_2'}),frozenset({'Dept_13'}),0.25003885003885,0.25003885003885,0.22097902097902097,0.8837787445618397,3.5345657061873457,1.0,0.15845959445027047,6.45287427961225,0.9561559426990348,0.791759465478842,0.8450302986438952,0.8837787445618397,Dept_2,Dept_13
frozenset({'Dept_95'}),frozenset({'Dept_90'}),0.25003885003885,0.25003885003885,0.22035742035742037,0.8812927284027348,3.5246231866200115,1.0,0.15783799382866986,6.317735551243413,0.9550917777880393,0.7877777777777779,0.8417154387218396,0.8812927284027348,Dept_95,Dept_90
frozenset({'Dept_90'}),frozenset({'Dept_95'}),0.25003885003885,0.25003885003885,0.22035742035742037,0.8812927284027348,3.5246231866200115,1.0,0.15783799382866986,6.317735551243413,0.9550917777880393,0.7877777777777779,0.8417154387218396,0.8812927284027348,Dept_90,Dept_95
frozenset({'Dept_91'}),frozenset({'Dept_97'}),0.25003885003885,0.24382284382284383,0.21476301476301476,0.8589185829707894,3.5227157944021856,1.0,0.15379783128034877,5.359863631229273,0.9548869395933627,0.7694877505567927,0.8134280890704952,0.8698671946084029,Dept_91,Dept_97
frozenset({'Dept_97'}),frozenset({'Dept_91'}),0.24382284382284383,0.25003885003885,0.21476301476301476,0.8808158062460165,3.5227157944021856,1.0,0.15379783128034877,6.292454782294352,0.9470374785198457,0.7694877505567927,0.8410795095717191,0.8698671946084029,Dept_97,Dept_91
frozenset({'Dept_81'}),frozenset({'Dept_93'}),0.25003885003885,0.22968142968142968,0.20108780108780108,0.8042262274704787,3.5014856385470434,1.0,0.1436585205349774,3.9347383480716838,0.9525919302387696,0.7216954824316787,0.745853494809871,0.8398668349801649,Dept_81,Dept_93
frozenset({'Dept_93'}),frozenset({'Dept_81'}),0.22968142968142968,0.25003885003885,0.20108780108780108,0.8755074424898511,3.5014856385470434,1.0,0.1436585205349774,6.024144454579237,0.9274175217535411,0.7216954824316787,0.8340013245798159,0.8398668349801649,Dept_93,Dept_81
frozenset({'Dept_23'}),frozenset({'Dept_34'}),0.22424242424242424,0.20683760683760682,0.16161616161616163,0.7207207207207208,3.4844762117489396,1.0,0.11523439523439524,2.8400330851943765,0.9191180889423077,0.5997693194925029,0.6478914259086673,0.751044056829181,Dept_23,Dept_34
frozenset({'Dept_34'}),frozenset({'Dept_23'}),0.20683760683760682,0.22424242424242424,0.16161616161616163,0.781367392937641,3.4844762117489396,1.0,0.11523439523439524,3.5482245131729693,0.8989493534482758,0.5997693194925029,0.7181689049586779,0.751044056829181,Dept_34,Dept_23
frozenset({'Dept_90'}),frozenset({'Dept_81'}),0.25003885003885,0.25003885003885,0.21724941724941724,0.8688626476072094,3.4749105887833394,1.0,0.15472999072066673,5.718898058234552,0.9496796086055089,0.7681318681318683,0.8251411391115608,0.8688626476072094,Dept_90,Dept_81
frozenset({'Dept_81'}),frozenset({'Dept_90'}),0.25003885003885,0.25003885003885,0.21724941724941724,0.8688626476072094,3.4749105887833394,1.0,0.15472999072066673,5.718898058234552,0.9496796086055089,0.7681318681318683,0.8251411391115608,0.8688626476072094,Dept_81,Dept_90
frozenset({'Dept_81'}),frozenset({'Dept_95'}),0.25003885003885,0.25003885003885,0.21693861693861693,0.867619639527657,3.4699393289996725,1.0,0.1544191904098664,5.665199484917797,0.9491298624808077,0.7661909989023052,0.823483709150533,0.867619639527657,Dept_81,Dept_95
frozenset({'Dept_95'}),frozenset({'Dept_81'}),0.25003885003885,0.25003885003885,0.21693861693861693,0.867619639527657,3.4699393289996725,1.0,0.1544191904098664,5.665199484917797,0.9491298624808077,0.7661909989023052,0.823483709150533,0.867619639527657,Dept_95,Dept_81
frozenset({'Dept_91'}),frozenset({'Dept_81'}),0.25003885003885,0.25003885003885,0.21616161616161617,0.8645121193287757,3.457511179540505,1.0,0.15364218963286563,5.535263716915096,0.947748580880642,0.7613574165298305,0.8193401342479635,0.8645121193287757,Dept_91,Dept_81
frozenset({'Dept_81'}),frozenset({'Dept_91'}),0.25003885003885,0.25003885003885,0.21616161616161617,0.8645121193287757,3.457511179540505,1.0,0.15364218963286563,5.535263716915096,0.947748580880642,0.7613574165298305,0.8193401342479635,0.8645121193287757,Dept_81,Dept_91
frozenset({'Dept_92'}),frozenset({'Dept_94'}),0.25003885003885,0.21787101787101787,0.1874125874125874,0.7495338719701679,3.4402642411754853,1.0,0.13293636864732436,3.1226936284008247,0.9458151980806012,0.6681440443213296,0.6797636531150467,0.8048667933317315,Dept_92,Dept_94
frozenset({'Dept_94'}),frozenset({'Dept_92'}),0.21787101787101787,0.25003885003885,0.1874125874125874,0.8601997146932953,3.440264241175485,1.0,0.13293636864732436,5.364518021660878,0.9069151889403899,0.6681440443213296,0.8135899635415156,0.8048667933317315,Dept_94,Dept_92
frozenset({'Dept_92'}),frozenset({'Dept_95'}),0.25003885003885,0.25003885003885,0.2146076146076146,0.8582970789310131,3.4326548806221693,1.0,0.1520881880788641,5.292488992488996,0.9449560115630008,0.7517691888949374,0.8110529844428243,0.8582970789310131,Dept_92,Dept_95
frozenset({'Dept_95'}),frozenset({'Dept_92'}),0.25003885003885,0.25003885003885,0.2146076146076146,0.8582970789310131,3.4326548806221693,1.0,0.1520881880788641,5.292488992488996,0.9449560115630008,0.7517691888949374,0.8110529844428243,0.8582970789310131,Dept_95,Dept_92
frozenset({'Dept_97'}),frozenset({'Dept_90'}),0.24382284382284383,0.25003885003885,0.2080808080808081,0.8534098151688974,3.4131088630278774,1.0,0.1471156245981421,5.116039322995844,0.9349819371248028,0.7281131049483415,0.8045362951951626,0.8428018622146538,Dept_97,Dept_90
frozenset({'Dept_90'}),frozenset({'Dept_97'}),0.25003885003885,0.24382284382284383,0.2080808080808081,0.8321939092604103,3.4131088630278774,1.0,0.1471156245981421,4.5062557195890545,0.9427314765953771,0.7281131049483415,0.7780862733437608,0.8428018622146538,Dept_90,Dept_97
frozenset({'Dept_94'}),frozenset({'Dept_4'}),0.21787101787101787,0.25003885003885,0.1850815850815851,0.8495007132667618,3.3974748849419596,1.0,0.13060536631632205,4.983154181258448,0.902234504995827,0.6543956043956046,0.7993238893227543,0.7948560123201429,Dept_94,Dept_4
frozenset({'Dept_4'}),frozenset({'Dept_94'}),0.25003885003885,0.21787101787101787,0.1850815850815851,0.740211311373524,3.3974748849419596,1.0,0.13060536631632205,3.0106352446065374,0.9409337471288846,0.6543956043956046,0.6678441861094033,0.7948560123201429,Dept_4,Dept_94
frozenset({'Dept_81'}),frozenset({'Dept_94'}),0.25003885003885,0.21787101787101787,0.18477078477078476,0.7389683032939715,3.3917696374441557,1.0,0.13029456600552172,2.9962988862988866,0.9402735811801578,0.6525795828759605,0.6662549238419843,0.7935212415185977,Dept_81,Dept_94
frozenset({'Dept_94'}),frozenset({'Dept_81'}),0.21787101787101787,0.25003885003885,0.18477078477078476,0.848074179743224,3.3917696374441557,1.0,0.13029456600552172,4.936364001152734,0.9016014907163604,0.6525795828759605,0.797421746093586,0.7935212415185977,Dept_94,Dept_81
frozenset({'Dept_4'}),frozenset({'Dept_93'}),0.25003885003885,0.22968142968142968,0.19362859362859364,0.7743940335612183,3.3716005453088225,1.0,0.13619931307576996,3.4144423681613785,0.9379218638474447,0.6768060836501902,0.7071264083047084,0.808712578350298,Dept_4,Dept_93
frozenset({'Dept_93'}),frozenset({'Dept_4'}),0.22968142968142968,0.25003885003885,0.19362859362859364,0.8430311231393776,3.3716005453088225,1.0,0.13619931307576996,4.777769739838707,0.9131351452345712,0.6768060836501902,0.7906973222962896,0.808712578350298,Dept_93,Dept_4
frozenset({'Dept_79'}),frozenset({'Dept_13'}),0.25003885003885,0.25003885003885,0.2083916083916084,0.8334369173399628,3.3332296849488263,1.0,0.14587218186285789,4.502565262266758,0.9333692437156059,0.7144379328716038,0.7779043852222669,0.8334369173399628,Dept_79,Dept_13
frozenset({'Dept_13'}),frozenset({'Dept_79'}),0.25003885003885,0.25003885003885,0.2083916083916084,0.8334369173399628,3.3332296849488263,1.0,0.14587218186285789,4.502565262266758,0.9333692437156059,0.7144379328716038,0.7779043852222669,0.8334369173399628,Dept_13,Dept_79
frozenset({'Dept_4'}),frozenset({'Dept_95'}),0.25003885003885,0.25003885003885,0.2083916083916084,0.8334369173399628,3.3332296849488263,1.0,0.14587218186285789,4.502565262266758,0.9333692437156059,0.7144379328716038,0.7779043852222669,0.8334369173399628,Dept_4,Dept_95
frozenset({'Dept_95'}),frozenset({'Dept_4'}),0.25003885003885,0.25003885003885,0.2083916083916084,0.8334369173399628,3.3332296849488263,1.0,0.14587218186285789,4.502565262266758,0.9333692437156059,0.7144379328716038,0.7779043852222669,0.8334369173399628,Dept_95,Dept_4
frozenset({'Dept_81'}),frozenset({'Dept_97'}),0.25003885003885,0.24382284382284383,0.2013986013986014,0.8054692355500312,3.3035019316535696,1.0,0.14043341791593542,3.8871854450129244,0.9297694010836364,0.6886291179596176,0.7427444576170266,0.8157365298209047,Dept_81,Dept_97
frozenset({'Dept_97'}),frozenset({'Dept_81'}),0.24382284382284383,0.25003885003885,0.2013986013986014,0.8260038240917782,3.3035019316535696,1.0,0.14043341791593542,4.310216279447049,0.9221264138162001,0.6886291179596176,0.7679930808186061,0.8157365298209047,Dept_97,Dept_81
frozenset({'Dept_2'}),frozenset({'Dept_46'}),0.25003885003885,0.25003885003885,0.20637140637140639,0.8253573648228715,3.3009164963549895,1.0,0.14385197984265585,4.294261531272211,0.9294532564572421,0.7026455026455029,0.7671310904755858,0.8253573648228715,Dept_2,Dept_46
frozenset({'Dept_46'}),frozenset({'Dept_2'}),0.25003885003885,0.25003885003885,0.20637140637140639,0.8253573648228715,3.3009164963549895,1.0,0.14385197984265585,4.294261531272211,0.9294532564572421,0.7026455026455029,0.7671310904755858,0.8253573648228715,Dept_46,Dept_2
frozenset({'Dept_4'}),frozenset({'Dept_97'}),0.25003885003885,0.24382284382284383,0.19937839937839938,0.7973896830329398,3.2703649524008713,1.0,0.13841321589573338,3.732174982481732,0.9256795888986618,0.6770448548812665,0.7320597226298742,0.8075539874693061,Dept_4,Dept_97
frozenset({'Dept_97'}),frozenset({'Dept_4'}),0.24382284382284383,0.25003885003885,0.19937839937839938,0.8177182919056724,3.2703649524008713,1.0,0.13841321589573338,4.114297357654,0.9180702211313073,0.6770448548812665,0.7569451322861586,0.8075539874693061,Dept_97,Dept_4
frozenset({'Dept_92'}),frozenset({'Dept_97'}),0.25003885003885,0.24382284382284383,0.19906759906759908,0.7961466749533873,3.2652669555927645,1.0,0.13810241558493308,3.7094178179544057,0.9250430193206004,0.6752767527675277,0.7304159172472354,0.8062951347998294,Dept_92,Dept_97
frozenset({'Dept_97'}),frozenset({'Dept_92'}),0.24382284382284383,0.25003885003885,0.19906759906759908,0.8164435946462715,3.265266955592764,1.0,0.13810241558493308,4.085725848225848,0.9174388843487911,0.6752767527675277,0.7552454478965512,0.8062951347998294,Dept_97,Dept_92
frozenset({'Dept_4'}),frozenset({'Dept_91'}),0.25003885003885,0.25003885003885,0.20093240093240095,0.8036047234307024,3.2139194501408146,1.0,0.1384129744036504,3.8186312983781368,0.9185188247854413,0.6716883116883119,0.7381260661575985,0.8036047234307024,Dept_4,Dept_91
frozenset({'Dept_91'}),frozenset({'Dept_4'}),0.25003885003885,0.25003885003885,0.20093240093240095,0.8036047234307024,3.2139194501408146,1.0,0.1384129744036504,3.8186312983781368,0.9185188247854413,0.6716883116883119,0.7381260661575985,0.8036047234307024,Dept_91,Dept_4
frozenset({'Dept_4'}),frozenset({'Dept_90'}),0.25003885003885,0.25003885003885,0.20077700077700078,0.8029832193909261,3.2114338202489807,1.0,0.13825757424825025,3.8065851428627466,0.9181977074643412,0.6708203530633439,0.7372973511770845,0.8029832193909261,Dept_4,Dept_90
frozenset({'Dept_90'}),frozenset({'Dept_4'}),0.25003885003885,0.25003885003885,0.20077700077700078,0.8029832193909261,3.2114338202489807,1.0,0.13825757424825025,3.8065851428627466,0.9181977074643412,0.6708203530633439,0.7372973511770845,0.8029832193909261,Dept_90,Dept_4
frozenset({'Dept_79'}),frozenset({'Dept_2'}),0.25003885003885,0.25003885003885,0.19829059829059828,0.7930391547545059,3.171663741979643,1.0,0.13577117176184778,3.623686157019491,0.9129913789855628,0.6570545829042225,0.7240379114888615,0.7930391547545059,Dept_79,Dept_2
frozenset({'Dept_2'}),frozenset({'Dept_79'}),0.25003885003885,0.25003885003885,0.19829059829059828,0.7930391547545059,3.171663741979643,1.0,0.13577117176184778,3.623686157019491,0.9129913789855628,0.6570545829042225,0.7240379114888615,0.7930391547545059,Dept_2,Dept_79
frozenset({'Dept_74'}),frozenset({'Dept_14'}),0.24972804972804974,0.25003885003885,0.1972027972027972,0.7896701929060361,3.1581899884091627,1.0,0.1347610828263509,3.5656436922709123,0.9108203198703649,0.6517719568567026,0.7195457296623171,0.7891794096910542,Dept_74,Dept_14
frozenset({'Dept_14'}),frozenset({'Dept_74'}),0.25003885003885,0.24972804972804974,0.1972027972027972,0.7886886264760722,3.1581899884091627,1.0,0.1347610828263509,3.550551670551672,0.9111977837410115,0.6517719568567026,0.7183536270450548,0.7891794096910542,Dept_14,Dept_74
frozenset({'Dept_40'}),frozenset({'Dept_4'}),0.25003885003885,0.25003885003885,0.19673659673659674,0.7868241143567434,3.1468074430613076,1.0,0.13421717020784624,3.5180393302842297,0.9096705968002442,0.6485655737704918,0.7157507616837223,0.7868241143567434,Dept_40,Dept_4
frozenset({'Dept_4'}),frozenset({'Dept_40'}),0.25003885003885,0.25003885003885,0.19673659673659674,0.7868241143567434,3.1468074430613076,1.0,0.13421717020784624,3.5180393302842297,0.9096705968002442,0.6485655737704918,0.7157507616837223,0.7868241143567434,Dept_4,Dept_40
frozenset({'Dept_14'}),frozenset({'Dept_72'}),0.25003885003885,0.23356643356643356,0.1829059829059829,0.7315102548166563,3.1319151628377804,1.0,0.1245053004493564,2.854610204610205,0.9076557488624525,0.6082687338501294,0.6496894748064038,0.7573053602759263,Dept_14,Dept_72
frozenset({'Dept_72'}),frozenset({'Dept_14'}),0.23356643356643356,0.25003885003885,0.1829059829059829,0.7831004657351962,3.13191516283778,1.0,0.1245053004493564,3.4576429705264053,0.8881481435543787,0.6082687338501294,0.7107856396614146,0.7573053602759263,Dept_72,Dept_14
frozenset({'Dept_4'}),frozenset({'Dept_13'}),0.25003885003885,0.25003885003885,0.1954933954933955,0.7818520820385334,3.1269224039266397,1.0,0.13297396896464497,3.4378560976851604,0.9069759589188662,0.6418367346938777,0.7091210418396109,0.7818520820385334,Dept_4,Dept_13
frozenset({'Dept_13'}),frozenset({'Dept_4'}),0.25003885003885,0.25003885003885,0.1954933954933955,0.7818520820385334,3.1269224039266397,1.0,0.13297396896464497,3.4378560976851604,0.9069759589188662,0.6418367346938777,0.7091210418396109,0.7818520820385334,Dept_13,Dept_4
frozenset({'Dept_2'}),frozenset({'Dept_40'}),0.25003885003885,0.25003885003885,0.1954933954933955,0.7818520820385334,3.1269224039266397,1.0,0.13297396896464497,3.4378560976851604,0.9069759589188662,0.6418367346938777,0.7091210418396109,0.7818520820385334,Dept_2,Dept_40
frozenset({'Dept_40'}),frozenset({'Dept_2'}),0.25003885003885,0.25003885003885,0.1954933954933955,0.7818520820385334,3.1269224039266397,1.0,0.13297396896464497,3.4378560976851604,0.9069759589188662,0.6418367346938777,0.7091210418396109,0.7818520820385334,Dept_40,Dept_2
frozenset({'Dept_4'}),frozenset({'Dept_92'}),0.25003885003885,0.25003885003885,0.19456099456099457,0.7781230577998758,3.1120086245756378,1.0,0.13204156803224404,3.380077003606417,0.9049323817077094,0.6368260427263481,0.7041487519565272,0.7781230577998758,Dept_4,Dept_92
frozenset({'Dept_92'}),frozenset({'Dept_4'}),0.25003885003885,0.25003885003885,0.19456099456099457,0.7781230577998758,3.1120086245756378,1.0,0.13204156803224404,3.380077003606417,0.9049323817077094,0.6368260427263481,0.7041487519565272,0.7781230577998758,Dept_92,Dept_4
frozenset({'Dept_46'}),frozenset({'Dept_13'}),0.25003885003885,0.25003885003885,0.19176379176379177,0.7669359850839031,3.0672672865226334,1.0,0.12924436523504124,3.217833307433309,0.8986824138025994,0.621975806451613,0.6892318823072765,0.7669359850839031,Dept_46,Dept_13
frozenset({'Dept_13'}),frozenset({'Dept_46'}),0.25003885003885,0.25003885003885,0.19176379176379177,0.7669359850839031,3.0672672865226334,1.0,0.12924436523504124,3.217833307433309,0.8986824138025994,0.621975806451613,0.6892318823072765,0.7669359850839031,Dept_13,Dept_46
frozenset({'Dept_72'}),frozenset({'Dept_5'}),0.23356643356643356,0.2466200466200466,0.17653457653457655,0.7558216899534266,3.064721219187335,1.0,0.1189324117995447,3.0853680379565955,0.8790142772694564,0.5813715455475948,0.6758895575186261,0.7358188474971923,Dept_72,Dept_5
frozenset({'Dept_5'}),frozenset({'Dept_72'}),0.2466200466200466,0.23356643356643356,0.17653457653457655,0.7158160050409579,3.064721219187335,1.0,0.1189324117995447,2.6969624610422844,0.8942447226676893,0.5813715455475948,0.629212488328987,0.7358188474971923,Dept_5,Dept_72
frozenset({'Dept_40'}),frozenset({'Dept_13'}),0.25003885003885,0.25003885003885,0.1881895881895882,0.7526413921690492,3.0100977990104614,1.0,0.12567016166083766,3.031878116300229,0.8904259647799577,0.6033881415047335,0.6701714377554562,0.7526413921690492,Dept_40,Dept_13
frozenset({'Dept_13'}),frozenset({'Dept_40'}),0.25003885003885,0.25003885003885,0.1881895881895882,0.7526413921690492,3.0100977990104614,1.0,0.12567016166083766,3.031878116300229,0.8904259647799577,0.6033881415047335,0.6701714377554562,0.7526413921690492,Dept_13,Dept_40
frozenset({'Dept_4'}),frozenset({'Dept_79'}),0.25003885003885,0.25003885003885,0.18477078477078476,0.7389683032939715,2.9554139413901224,1.0,0.12225135824203424,2.873065453065454,0.882229596693269,0.586002957121735,0.6519397081841496,0.7389683032939715,Dept_4,Dept_79
frozenset({'Dept_82'}),frozenset({'Dept_4'}),0.25003885003885,0.25003885003885,0.18477078477078476,0.7389683032939715,2.9554139413901224,1.0,0.12225135824203424,2.873065453065454,0.882229596693269,0.586002957121735,0.6519397081841496,0.7389683032939715,Dept_82,Dept_4
