Store,Dept,Mean_Weekly_Demand,Std_Weekly_Demand,Max_Weekly_Demand,Safety_Stock_Units_Est,Reorder_Point_Est
1,42,7940.326223776223,850.7052975750534,10220.35,1985.0802995319123,17865.73274708436
1,44,4872.724405594406,1159.5126729956405,9623.65,2705.667604024959,12451.11641521377
1,45,23.995070422535214,17.828062139162157,80.29,41.600933992255136,89.59107483732556
1,46,19662.98986013986,4418.225030993301,54830.17,10309.717704737574,49635.69742501729
1,47,-116.45454545454545,291.39495816678374,224.0,679.9562580469003,447.0471671378094
1,48,917.72792,890.885695152805,6445.0,2078.8393438053113,3914.2951838053114
1,49,11437.931258741259,2007.9715733681942,17190.6,4685.506042662955,27561.36856014547
1,51,32.71272727272727,35.684518025392265,185.8,83.26812344112392,148.69357798657848
1,52,2355.439370629371,678.9606435203748,4205.67,1584.3223281337293,6295.201069392471
1,54,90.92105263157895,99.55917104813932,616.0,232.31658442558734,414.1586896887452
1,55,12817.843356643358,6148.786845772161,48876.91,14347.901286563252,39983.587999849966
1,56,4000.4806293706292,4020.302474965057,16347.63,9381.184370147213,17382.145628888473
1,58,3372.4744755244756,1542.1833273480336,7790.0,3598.611352382072,10343.560303431022
1,59,857.7751048951048,1880.95821672257,18016.74,4389.12642357118,6104.67663336139
1,60,1020.9958041958041,238.65685481139744,2226.4,556.8944053655151,2598.8860137571232
1,67,7436.017342657343,3552.203603961903,21228.22,8288.89794650529,23160.932631819975
1,71,2732.4733566433565,1018.142750942668,7561.4,2375.787623244706,7840.734336531419
1,72,47390.644895104895,23056.474450945407,203670.47,53801.185133909,148582.47492411878
1,74,11652.827412587412,2119.986324900325,20182.75,4946.887130987232,28252.54195616206
1,77,677.0,660.0022727233596,1431.0,1540.0838727160285,2894.0838727160285
1,78,11.5,1.0,12.0,2.3334523779156067,25.333452377915606
1,79,33974.792937062935,5728.899399484748,48373.55,13368.113926566979,81317.69980069285
1,80,17139.314615384617,2414.333401405141,22615.85,5633.732016589902,39912.361247359135
1,81,29780.696573426576,1849.372056538973,36081.52,4315.421622981543,63876.814769834695
1,82,20727.86090909091,5896.743538089706,63787.12,13759.770230913913,55215.49204909573
1,83,5704.0489510489515,1172.912137590897,9660.09,2736.934616547556,14145.03251864546
1,85,3685.8755244755243,1123.845618127981,9020.76,2622.4402300307725,9994.191278981822
1,87,46006.2772027972,9269.715751096617,68503.09,21630.44026199816,113642.99466759256
1,90,82427.54783216784,8355.642883716539,116538.94,19497.494756021973,184352.59042035765
1,91,64238.94342657343,6063.2766620920875,76603.53,14148.367345118986,142626.25419826584
1,92,135458.96951048952,16599.48470749365,194839.6,38734.10706287481,309652.0460838539
1,93,71699.18237762238,9300.200075905004,97979.96,21701.573982211437,165099.9387374562
1,94,63180.568181818184,6605.065019858839,86052.03,15412.604676876803,141773.74104051318
1,95,120772.06216783218,10234.444723918881,148798.05,23881.58937767435,265425.7137133387
1,96,33251.831639344266,6028.142269548692,52101.28,14066.382913291978,80570.04619198051
1,97,35207.34881118881,3388.4967227386464,43995.15,7906.895735233736,78321.59335761135
1,98,11827.770769230769,2081.131442340607,20732.04,4856.221112884627,28511.762651346166
1,99,306.0910810810811,538.3122460048618,2400.0,1256.125990501136,1868.3081526632982
2,1,30777.98076923077,14320.969925903304,82766.07,33417.30132765696,94973.2628661185
2,2,65912.92251748251,4862.228411892653,93511.03,11345.778449699736,143171.62348466477
2,3,17476.563356643357,12766.064825949774,68674.69,29789.00432473729,64742.131038024
2,4,45607.66657342658,3547.802847818671,62586.93,8278.62899161824,99493.9621384714
2,5,30555.315314685315,18040.0567097679,150343.42,42095.613227140304,103206.24385651093
2,6,6808.382517482517,4663.2007550654425,42885.88,10881.356890605311,24498.121925570347
2,7,40477.83706293706,33691.274223641594,264837.42,78616.98395216327,159572.65807803738
2,8,58707.36944055944,3867.068133465881,74917.03,9023.619331597627,126438.35821271651
2,9,34375.864475524475,9224.62444951995,72676.62,21525.221857110773,90276.95080815972
2,10,38845.85447552448,3890.050666584058,48926.81,9077.247978152762,86768.95692920173
2,11,23382.686153846156,5950.488064802908,39879.14,13885.180524572785,60650.55283226509
2,12,7735.9462937062945,1141.143678569435,10480.81,2662.804430301211,18134.6970177138
2,13,46117.95923076923,2979.123436120245,53319.96,6951.642666118899,99187.56112765736
2,14,21314.132937062936,8828.08815588158,76486.63,20599.923299790476,63228.18917391635
2,16,27005.17965034965,18032.090697713524,69765.65,42077.02491736951,96087.38421806882
2,17,13790.854195804195,3138.5289480927327,32817.23,7323.607837083956,34905.31622869235
2,18,11687.563008849558,16496.08765736547,71401.56,38492.83497038375,61867.960988082865
2,19,4053.43993006993,834.1911175145278,6748.27,1946.5452468003523,10053.425106940213
2,20,5748.619440559441,1154.5091465437622,9080.75,2693.99211332786,14191.230994446742
2,21,9910.939860139859,1805.556932745264,19078.6,4213.181118176446,24035.060838456164
2,22,12923.013846153846,4297.541068285758,34762.15,10028.10742498138,35874.13511728907
2,23,29170.616573426574,9560.538509884653,88454.23,22309.061320044075,80650.29446689722
2,24,8309.564545454545,4570.259145558089,26097.66,10664.482070893071,27283.61116180216
2,25,15299.508391608393,3258.6155505952524,30205.63,7603.824205249266,38202.84098846605
2,26,9347.725104895104,2825.107609452628,19679.04,6592.25406914471,25287.704278934918
2,27,1837.9546153846154,991.7490653384427,7060.44,2314.1992148095696,5990.1084455788005
2,28,798.9132167832167,341.1826460354874,1763.78,796.1334566950468,2393.9598902614803
2,29,7111.482657342657,2376.7340180565543,22289.92,5545.995646106981,19768.960960792298
2,30,4981.155384615385,1075.93803382671,7558.68,2510.6501635227787,12472.960932753547
2,31,3884.756993006993,2005.8597299012429,11830.25,4680.578156503212,12450.092142517198
2,32,11755.096713286714,6340.951748269338,55952.94,14796.30893524721,38306.50236182064
2,33,7488.096993006994,3593.3173666471407,23854.41,8384.834953808217,23361.028939822205
2,34,17595.203496503498,3418.696956208889,27931.0,7977.366541838478,43167.77353484547
2,35,3875.588601398602,932.5956667557226,6928.95,2176.167576224932,9927.344779022136
2,36,2631.7505594405598,2237.2714723871645,10937.0,5220.56643728458,10484.0675561657
2,37,4500.250769230769,578.475010945884,6304.14,1349.8438898564298,10350.345428317967
2,38,85114.996013986,13547.874373690152,172794.2,31613.319672989197,201843.3117009612
2,39,2.34,3.1199999999999997,7.02,7.280371419096692,11.960371419096692
2,40,78174.5602097902,5350.924677392587,96799.15,12486.127912509035,168835.24833208942
2,41,2592.2207692307693,1686.239405737954,10499.0,3934.759351054229,9119.200889515767
2,42,8768.857692307693,873.2103734388736,10965.25,2037.5948223215146,19575.310206936898
2,44,7245.5411888111885,1691.7340536330812,12999.51,3947.580850250922,18438.663227873298
2,45,29.139848484848486,40.82070132787734,191.17,95.25316258171813,153.5328595514151
2,46,29675.324545454547,7006.625345567603,77799.17,16349.626573778483,75700.27566468758
2,47,18.068181818181817,608.116849193251,1098.0,1419.011707800538,1455.1480714369018
2,48,1358.3479136690646,1056.7158722085608,5844.0,2465.7961647862307,5182.49199212436
2,49,15568.465664335663,3022.0939259978177,25132.0,7051.91225790392,38188.84358657525
2,51,16.226666666666667,15.781308468238526,49.88,36.82493177183089,69.27826510516422
2,52,4148.373566433566,969.1692244663385,8584.46,2261.5102314336023,10558.257364300734
2,54,104.50286764705882,114.78050374459869,526.0,267.83483940118504,476.8405746953027
2,55,13060.297692307693,8443.774849624195,70935.76,19703.146501439573,45823.74188605496
2,56,5545.122307692308,5557.8482012251425,23768.08,12968.974101242788,24059.2187166274
2,58,21610.019090909092,6534.45325142416,44860.0,15247.835477914075,58467.87365973226
2,59,1391.5205594405595,3014.500909380059,27370.56,7034.194315221657,9817.235434102777
2,60,221.54594594594593,114.16308333717865,510.4,266.3941182833171,709.486010175209
2,67,12125.255594405595,5687.36825176731,35002.08,13271.202971168157,37521.71415997935
2,71,4634.6093706293705,1415.4967900636818,10342.82,3302.9943507060066,12572.213091964748
2,72,72929.49664335664,34440.91618242843,285353.53,80366.23776347973,226225.23105019302
2,74,16986.406013986016,2848.982612613146,29723.73,6647.965252042363,40620.777280014394
2,77,817.5,867.6200205158938,1431.0,2024.55,3659.55
2,78,11.764,5.401183409422627,25.76,12.603404270275554,36.13140427027555
2,79,32759.096993006995,4291.736128038877,48139.99,10014.561873358636,75532.75585937263
2,80,26041.273566433567,1709.544367284232,34782.14,3989.140368991623,56071.68750185876
2,81,31000.484265734267,2018.7396797316949,35995.54,4710.632906062514,66711.60143753105
2,82,24647.232587412585,11399.707182790027,106512.77,26600.673833223012,75895.13900804818
2,83,5710.719650349651,944.7849066526251,9339.38,2204.6105870473425,13626.049887746643
2,85,3672.0427972027974,1140.119104223793,9854.73,2660.413634858022,10004.499229263616
2,87,24932.985804195807,5064.383090489064,47167.02,11817.496765177297,61683.46837356891
2,90,97611.53713286713,8699.454115028855,148555.65,20299.761891281792,215522.83615701605
2,91,80610.38034965035,5397.3487775475005,94029.23,12594.456339408109,173815.21703870883
2,92,164840.230979021,19705.5869269229,257375.39,45982.04867285094,375662.51063089294
2,93,70581.97706293706,8548.692128465942,97658.89,19947.965975237283,161111.9201011114
2,94,70018.67251748251,7259.141739568028,96765.32,16938.86155382145,156976.20658878647
2,95,143588.75188811187,10222.130919216685,168543.95,23852.855700810822,311030.3594770346
2,96,34319.06384615385,4886.9875866621605,51034.12,11403.552804940871,80041.68049724857
2,97,40697.20405594406,2955.3815884469673,49034.16,6896.242195209579,88290.65030709769
2,98,14035.40083916084,2394.749377423095,24029.0,5588.033629259841,33658.835307581525
2,99,475.8969047619047,1084.7821349468943,5240.0,2531.2874523121995,3483.0812618360087
3,1,7328.621048951049,3116.9862634866367,18969.05,7273.339008463175,21930.581106365273
3,2,16841.775664335662,2040.0873134823823,22222.09,4760.446592800928,38443.997921472255
3,3,5509.300769230769,3163.541825657981,18159.86,7381.974195717096,18400.575734178634
3,4,8434.186503496503,917.9740191199519,10436.56,2142.0486577801985,19010.421664773203
3,5,11695.366573426572,5816.895631502521,44129.09,13573.448943416462,36964.182090269605
3,6,2012.4118181818183,1313.3923594633368,13067.28,3064.7385243259123,7089.562160689549
3,7,10044.341608391609,6605.889487518113,53832.37,15414.52853289685,35503.211749680064
3,8,8310.254195804197,703.714435649452,10187.95,1642.084123239753,18262.592514848147
3,9,9062.007692307692,3025.119703490899,20842.16,7058.972765590195,25182.98815020558
3,10,10871.944125874126,2083.552220428172,15546.28,4861.869883269461,26605.758135017713
3,11,8774.928041958041,4041.1262463569137,27991.76,9429.775649018711,26979.631732934795
3,12,2383.603006993007,473.2981196238644,3530.22,1104.4186226992917,5871.624636685306
3,13,11363.06167832168,1037.15131978665,14438.47,2420.1432134144684,25146.266570057825
3,14,4626.649020979022,1617.3614703132891,14193.66,3774.0359688516264,13027.33401080967
3,16,7871.568321678322,4463.638870327185,21172.22,10415.688736121503,26158.82537947815
3,17,2634.1996503496503,540.0678591248845,4495.01,1260.2226301107528,6528.6219308100535
3,18,2960.677739130435,4612.901394157604,24075.8,10763.98572728728,16685.34120554815
3,19,731.3131468531468,528.4168364650637,5368.79,1233.0355235800453,2695.661817286339
3,20,1682.1992307692308,500.50862933292984,3546.44,1167.9130512842062,4532.311512822667
3,21,1244.5296503496502,219.29086871547904,2157.38,511.70479905931376,3000.764099758614
3,22,3101.76986013986,1136.0410799251254,9137.14,2650.8977593610975,8854.437479640817
3,23,10913.330069930069,3137.5519276904756,22433.49,7321.328006503037,29147.988146363175
3,24,2763.627342657343,1341.8225455537213,7670.69,3131.0790096631035,8658.33369497779
3,25,4260.447972027972,954.49461420843,7576.03,2227.267727232301,10748.163671288246
3,26,2850.050839160839,991.8473987204821,7115.88,2314.4286710737183,8014.530349395396
3,27,500.19363636363636,221.18040703393646,1818.1,516.1139467416808,1516.5012194689534
3,28,166.87006993006992,77.40834975612711,413.5,180.62869780895778,514.3688376690976
3,29,1517.404055944056,578.1668887584908,4868.91,1349.1249014055686,4383.93301329368
3,30,1243.926993006993,367.34442665873195,2425.7,857.1807259008633,3345.034711914849
3,31,878.4754545454546,429.8111094385521,2770.17,1002.9437553739344,2759.8946644648436
3,32,4296.111048951049,3092.5925663458984,24450.5,7216.417477863965,15808.639575766065
3,33,3228.155104895105,1081.307215907884,7021.26,2523.1788942175563,8979.489104007767
3,34,4579.71916083916,1206.7764264221878,8090.53,2815.9553218473525,11975.393643525673
3,35,1439.3255244755244,442.94459450472533,2608.0,1033.5901173319155,3912.2411662829645
3,36,622.6893706293706,489.11971433341455,2165.0,1141.3375604967084,2386.7163017554494
3,38,108598.36412587413,18546.61826385018,155897.94,43277.65049007423,260474.3787418225
3,40,18203.10825174825,1999.4309081981787,23387.09,4665.576807213001,41071.7933107095
3,41,646.832027972028,443.944317517093,3531.63,1035.922923372382,2329.586979316438
3,42,4422.944405594406,1094.0229361222,7392.43,2552.8504217885616,11398.739232977374
3,44,2133.657762237762,618.4046039374334,4005.84,1443.0176935717632,5710.333218047288
3,45,9.922500000000001,7.541658998824162,21.96,17.598102124234874,37.443102124234876
3,46,6179.259510489511,2048.8798196346447,19113.94,4780.9634871897615,17139.48250816878
3,47,38.875,57.38700076796885,100.0,133.90983340346168,211.65983340346168
3,49,17.581481481481482,10.044945862793039,44.55,23.439402809567955,58.602365772530916
3,51,5.411803278688525,6.674093573461672,27.68,15.57367951942541,26.39728607680246
3,52,961.3902097902097,277.1650571346152,2484.22,646.7514616458828,2569.531881226302
3,54,58.3112389380531,50.67028935630156,207.0,118.23670718813374,234.85918506423994
3,55,7153.737902097902,2847.0090066245325,23061.62,6643.359936455165,20950.835740650968
3,56,1606.8088811188811,1827.3441150567505,7312.63,4264.020470549264,7477.638232787027
3,59,244.87845528455284,486.07298384230825,3423.0,1134.2281599873684,1623.985070556474
3,60,138.12587412587413,44.31132928811569,299.2,103.39837669595504,379.6501249477033
3,67,2021.4826573426574,931.3317578539105,5299.59,2173.2183049925297,6216.183619677844
3,71,1101.6100000000001,500.9200686314598,2946.66,1168.873125293729,3372.093125293729
3,72,22796.856573426576,11253.139860858306,93974.21,26258.665967336714,71852.37911418987
3,74,3374.9607692307695,783.9525818272615,7611.41,1829.3160162379029,8579.237554699443
3,77,424.0,734.4570794811634,1272.0,1713.8206185922725,2561.8206185922727
3,78,6.0,0.6000000000000001,6.0,1.4000714267493644,13.400071426749363
3,79,7230.372447552448,715.4695057971778,9301.77,1669.5140196285286,16130.258914733424
3,80,24.420476190476194,43.75968903867924,200.0,102.11115044415358,150.95210282510595
3,81,1429.3000699300699,322.98409590090495,2132.98,753.668006608889,3612.2681464690286
3,82,6746.578391608391,1820.9079497569996,18601.3,4249.001985325903,17742.158768542686
3,83,19.33,1.9329999999999998,19.33,4.510563446510868,43.17056344651086
3,85,874.1281818181818,289.06553543608857,1706.77,674.520661036789,2422.7770246731525
3,87,939.4354545454545,431.5120883406662,2100.14,1006.912908637857,2885.783817728766
3,90,1540.0491608391608,273.64022444277765,2029.24,638.5264324193598,3718.6247540976815
3,91,318.68559440559443,144.41319867024743,867.02,336.9813218394878,974.3525106506767
3,92,7568.28020979021,1450.7504043951785,10777.24,3385.256980897958,18521.81740047838
3,94,656.2944444444445,1309.2973083914158,5976.5,3055.182917664453,4367.771806553342
3,95,15745.528251748252,3090.0102963241366,24553.65,7210.391873741266,38701.44837723777
3,96,3934.54,844.2661298746514,7843.1,1970.0548083496117,9839.134808349612
3,97,343.43735714285714,159.75799975066022,678.65,372.787684409219,1059.6623986949332
3,98,30.570833333333333,31.030981787792115,153.21,72.4093182417794,133.55098490844608
4,1,36979.94006993007,15156.69065704757,91965.85,35367.41585501891,109327.29599487904
4,2,93639.31538461539,8190.2905809371805,123735.98,19111.653031907663,206390.28380113843
4,3,19012.49167832168,15732.32774602074,103193.89,36710.63758909977,74735.62094574314
4,4,56603.40013986014,4239.019016592782,72179.92,9891.549004297904,123098.34928401819
4,5,45668.406783216786,21509.49967223269,174922.53,50191.39315794634,141528.2067243799
4,6,8241.777692307693,5773.248484194046,45600.79,13471.60040374027,29955.155788355656
4,7,50728.1513986014,39443.93050085412,318422.01,92040.53342155599,193496.83621875878
4,8,62949.72377622378,3563.8414216285246,76078.03,8316.054239813217,134215.50179226077
4,9,34437.17097902098,8417.522248618689,62726.39,19641.887307196805,88516.22926523877
4,10,37269.66741258741,5083.018084739719,52560.25,11860.98063682393,86400.31546199875
4,11,27145.836643356644,7417.829478338837,52148.41,17309.151835202247,71600.82512191554
4,12,8141.9109790209795,1358.2458738290654,10870.44,3169.4020640804943,19453.224022122453
4,13,69596.44734265735,4795.4234678125995,83784.6,11189.892294079616,150382.78697939432
4,14,28567.509440559443,10337.604600001745,98900.14,24122.30803582539,81257.32691694428
4,16,21270.153006993005,14530.09487315425,51812.8,33905.28443310116,76445.59044708716
4,17,15815.878041958042,2592.0973842524227,29807.88,6048.53580507264,37680.29188898872
4,18,13146.54379032258,17703.18282234796,77080.53,41309.534053482574,67602.62163412773
4,19,3038.317762237762,775.1325819709716,5495.99,1808.7349666000277,7885.370491075551
4,20,8888.302867132868,1292.7072049666585,13418.6,3016.470701378087,20793.076435643823
4,21,8865.273146853147,1374.8017676108573,17297.96,3208.0344537941346,20938.58074750043
4,22,17289.916293706294,4323.4105922173,35640.23,10088.47272711498,44668.30531452757
4,23,46234.012867132864,12111.765130707088,122666.23,28262.227145003784,120730.25287926951
4,24,10875.301188811189,4523.058638360771,29559.49,10554.341935134667,32304.944312757045
4,25,15640.748531468531,2631.464143190197,26641.68,6140.39626232682,37421.89332526388
4,26,18429.75993006993,4402.7683409700985,36572.85,10273.650254648228,47133.17011478809
4,27,2579.9061538461538,1074.1250464604645,8474.58,2506.4196438418826,7666.23195153419
4,28,916.2322377622378,285.95509689957356,1794.16,667.2626008373977,2499.7270763618735
4,29,9472.12118881119,3081.566810471694,30150.35,7190.689401600987,26134.931779223367
4,30,7683.686783216783,1166.524119020167,10541.1,2722.028479423517,18089.40204585708
4,31,3813.243986013986,2623.321003450101,15449.35,6121.3946335365945,13747.882605564566
4,32,13685.43034965035,7858.602605951979,63767.24,18337.67493795243,45708.53563725313
4,33,12304.056223776224,4516.38183872167,35605.45,10538.761941139941,35146.87438869239
4,34,25142.675384615384,4685.734994182677,43274.28,10933.939464457939,61219.290233688705
4,35,4376.574755244755,836.8027211279176,8053.0,1952.63929946219,10705.788809951699
4,36,3005.231468531468,2472.560790705976,12281.0,5769.602856613753,11780.06579367669
4,37,3640.7527272727275,678.6804779431197,5428.37,1583.6685751012733,8865.174029646729
4,38,80093.94608391607,7603.662909704937,104781.09,17742.785297519687,177930.67746535182
4,39,1.56,0.15600000000000003,1.56,0.3640185709548347,3.484018570954835
4,40,78729.26307692307,5392.893292631406,93453.04,12584.05967753588,170042.58583138202
4,41,975.4176223776224,875.3760665331762,4283.39,2042.6483640222505,3993.483608777495
4,42,9511.818531468532,1203.1919125773277,13068.86,2807.5910294923924,21831.228092429457
4,44,5441.563566433566,1270.0353305795436,11616.12,2963.56696217767,13846.694095044802
4,45,13.696938775510203,12.747587713642405,65.84,29.745888863086645,57.13976641410705
4,46,39128.89615384616,8136.799155942836,92796.26,18986.833339056513,97244.62564674883
4,47,23.536153846153848,404.0636752530155,898.0,942.8633438484686,989.9356515407763
4,48,2324.6155319148934,1600.2948192529243,10360.06,3734.2117513517624,8383.442815181548
4,49,6911.676643356644,1442.6287088501024,10334.42,3366.305391115593,17189.65867782888
4,51,8.2,7.595192259221979,38.64,17.72301943800774,34.12301943800774
4,52,3721.521328671329,1128.9730740393986,9284.42,2634.404904219927,10077.447561562585
4,54,131.887,127.51198971246454,632.0,297.5431556073008,561.3171556073007
4,55,18662.6272027972,9192.310651525844,73370.28,21449.819148341943,58775.073553936345
4,56,6040.540839160839,7086.6854980677135,28182.81,16536.443127006154,28617.524805327834
4,58,6078.142307692307,2707.4101678902184,14545.0,6317.612694256322,18473.89730964094
4,59,1586.4469930069931,4281.808530242379,39721.57,9991.396296673409,13164.290282687394
4,60,410.7951048951049,104.98953021488593,976.8,244.98806893616805,1066.578278726378
4,67,12471.426713286713,4863.438138163944,29066.07,11348.601288344107,36291.454714917534
4,71,7686.018741258741,1784.8486181312078,14945.6,4164.859252197652,19536.896734715134
4,72,101244.45083916084,47323.71482716467,385051.04,110427.63489524747,312916.5365735692
4,74,20627.30776223776,3272.7232983064814,32084.35,7636.743962693067,48891.359487168585
4,77,344.57142857142856,279.43148065483314,954.0,652.0400529984993,1341.1829101413564
4,78,5.375,8.4335638967165,24.0,19.679319729096328,30.429319729096328
4,79,52436.656923076924,4019.4919636112645,63475.28,9379.293080501377,114252.60692665522
4,80,19379.101398601397,2663.216304370381,28394.99,6214.48841833668,44972.691215539475
4,81,31055.285314685312,2177.909526991812,36465.28,5082.0481646440985,67192.61879401472
4,82,29371.32097902098,11104.214649714066,114217.35,25911.156079260603,84653.79803730256
4,83,9161.217342657343,1484.1181850816567,15039.82,3463.1191080865865,21785.553793401272
4,85,2730.06,730.1981179413373,5516.62,1703.8825346597143,7164.002534659714
4,87,14223.462307692309,2402.605116358427,20520.41,5606.364621958775,34053.28923734339
4,90,89248.96552447553,8967.14025820735,125242.78,20924.39475861671,199422.32580756777
4,91,66535.4072027972,5469.15947383688,78880.23,12762.02317942434,145832.83758501874
4,92,159365.1079020979,19283.266108537144,239759.31,44996.58315494543,363726.79895914125
4,93,67815.16300699301,8601.7457032204,94271.18,20071.763965404996,155702.08997939102
4,94,68159.10657342657,7845.27793052118,89337.77,18306.58244238348,154624.79558923663
4,95,147236.4737062937,15175.031831335084,178542.28,35410.21411177388,329883.1615243613
4,96,38346.57307692308,6821.216792178466,62400.69,15916.98454398671,92610.13069783286
4,97,39339.23895104895,3107.08242351057,45428.65,7250.228869520527,85928.70677161842
4,98,15009.249370629372,3254.1086606960757,29801.87,7593.307592297028,37611.806333555774
4,99,623.182380952381,1584.0810564654605,8570.0,3696.377708020396,4942.742469925158
5,1,9774.553076923077,2705.1111255709334,21113.02,6312.247988489458,25861.354142335615
5,2,12317.953286713288,936.3370499156566,16430.32,2184.897915656173,26820.804489082748
5,3,4101.085174825175,2450.6528426867826,17995.36,5718.481703213114,13920.652052863465
5,4,9860.806783216784,682.5218021370423,11922.26,1592.6321221759267,21314.245688609495
5,5,6699.202237762238,3652.641753163609,31448.02,8523.265584593455,21921.670060117933
5,6,1191.0576223776222,1328.74884802248,12932.39,3100.5721590706794,5482.687403825924
5,7,6124.484335664336,3914.641291929526,29195.62,9134.629031339575,21383.597702668245
5,8,13735.70944055944,959.1688639054125,16195.04,2238.174866302696,29709.593747421575
5,9,7919.805944055944,2904.1495836609038,20628.22,6776.694751816155,22616.306639928043
5,10,9783.395384615385,1159.5748857728715,13349.65,2705.812774577925,22272.603543808695
5,11,7389.049440559441,1711.0476522672486,13877.96,3992.648212909928,18770.74709402881
5,12,2515.3472727272724,410.97621227583716,3588.67,958.9934198018015,5989.687965256347
5,13,11242.656083916085,713.0387975676139,13675.62,1663.8420777302335,24149.154245562404
5,14,3697.422377622378,1638.9250344408194,14518.91,3824.353518841348,11219.198274086104
5,16,7717.567622377622,4447.774309411135,21462.44,10378.66953872736,25813.804783482603
5,17,2396.7813286713285,600.1767756877823,5060.55,1400.4839243983774,6194.046581741035
5,18,2185.893,3181.5499493601765,13916.63,7423.995294791782,11795.781294791781
5,19,46.327368421052626,44.3918729903795,205.56,103.58632158952864,196.2410584316339
5,20,1220.832797202797,359.00619263834983,3308.06,837.7238538983858,3279.38944830398
5,21,1316.4146153846154,237.66296933988176,2196.47,554.575220948631,3187.404451717862
5,22,2430.053986013986,1000.2588977100299,7965.75,2334.0565033927132,7194.164475420685
5,23,6141.862727272727,1637.8205088213263,14843.37,3821.776160908073,16105.501615453528
5,24,1480.2327972027972,658.3363322944293,4103.03,1536.1964800606752,4496.66207446627
5,25,2685.5781818181817,633.2204010971892,5872.86,1477.5896506849106,6848.746014321274
5,26,1782.2095104895104,568.1413609557326,3992.25,1325.7308097143632,4890.1498306933845
5,27,377.28916083916084,186.3743799623036,1381.0,434.8957401055842,1189.4740617839059
5,28,203.28237762237762,73.43913645544308,417.5,171.36672759402236,577.9314828387776
5,29,1343.724895104895,428.0606772374633,3965.09,998.8592051919239,3686.308995401714
5,30,857.1524475524476,245.74393967343482,1605.64,573.4317803893259,2287.7366754942213
5,31,655.4497902097903,311.5653235678766,2025.67,727.0228451555072,2037.9224255750878
